customer_tweet_id,customer_text,customer_created_at,brand_response_id,brand_response,brand
1773,"USER I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",Tue Oct 31 22:23:40 +0000 2017,1771,USER Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?,AppleSupport
1779,USER my PHONE app doesn’t work. Thank you for updating my to an,Tue Oct 31 22:04:38 +0000 2017,1778,USER We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?,AppleSupport
1781,USER why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,Tue Oct 31 22:27:15 +0000 2017,1780,USER Let us look into that. What device and OS version are you using?,AppleSupport
1783,USER if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ...,Tue Oct 31 22:27:45 +0000 2017,1782,USER We want to help. Send us a DM letting us know if you are updated to iOS 11.1 URL,AppleSupport
1785,USER epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,Tue Oct 31 22:27:34 +0000 2017,1784,USER We offer support via Twitter in English. Contact us for help in your preferred language here: URL,AppleSupport
1789,USER No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,Tue Oct 31 21:32:24 +0000 2017,1788,USER Please keep us posted afterwards.,AppleSupport
1791,why won’t my apps fuccin download or update USER,Tue Oct 31 21:25:20 +0000 2017,1790,USER Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?,AppleSupport
2610,USER $100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.,Tue Oct 31 22:50:12 +0000 2017,2609,USER Let us know and we'll continue from there. URL,AppleSupport
2613,"Cupertino, we have a problem. . USER . USER . USER . USER URL",Tue Oct 31 22:44:41 +0000 2017,2611,USER We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.,AppleSupport
2615,"USER Yes, after the update. I Phone 7",Tue Oct 31 22:58:31 +0000 2017,2617,USER Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. URL,AppleSupport
2616,"USER why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life",Tue Oct 31 22:48:09 +0000 2017,2614,"USER Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?",AppleSupport
2619,USER But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,Tue Oct 31 23:08:28 +0000 2017,2621,USER We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. URL,AppleSupport
2620,USER watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,Tue Oct 31 22:47:13 +0000 2017,2618,USER You should still be able to control Music on your iPhone from the watch. Check out the user guide here: URL,AppleSupport
2624,"It’s been a few days since USER made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked!",Tue Oct 31 22:49:04 +0000 2017,2622,USER Hi there! iOS 11.1 was released earlier today containing some bug fixes. Let's back up and update: URL,AppleSupport
2627,USER iOS 11.1 it’s been getting worse for a few months now,Tue Oct 31 23:06:41 +0000 2017,2629,USER Please meet with us in DM. We'd like to gather some additional details from you. URL,AppleSupport
2628,Question- USER USER my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?,Tue Oct 31 22:50:00 +0000 2017,2626,"USER We know how important your battery is &amp; we'll be happy to help. Which iOS version are you using? Also, when did this issue begin?",AppleSupport
2631,"USER iPhone 7+, iOS 11.1",Tue Oct 31 23:16:58 +0000 2017,2633,"USER Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well. URL",AppleSupport
2632,And why is my music NEVER in my control center?! USER,Tue Oct 31 22:44:52 +0000 2017,2630,USER We're here to help out! Which device is this on and which version of iOS is currently installed?,AppleSupport
2635,"USER Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never”",Tue Oct 31 22:42:07 +0000 2017,2634,USER Check out this link: URL Send us a DM if it doesn't help. URL,AppleSupport
2637,"USER Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.",Tue Nov 07 15:19:11 +0000 2017,2639,USER We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there. URL,AppleSupport
2638,USER ...cost for sending in for diagnosing a problem if it's out of warranty?,Tue Oct 31 22:45:03 +0000 2017,2636,USER We can help. Let’s start with the following steps to see if we can save you a trip in for service: URL,AppleSupport
2642,USER still no reliable Bluetooth on my iPhone 8+.,Tue Oct 31 22:44:01 +0000 2017,2641,USER Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. URL,AppleSupport
2644,"USER When you roll the month, it does not appear and hangs",Wed Nov 01 10:00:05 +0000 2017,2646,USER We'd like to take a closer look at this. DM us and we'll go from there. URL,AppleSupport
2645,USER when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03,Tue Oct 31 22:41:02 +0000 2017,2643,USER We'd like to help. What is going on with the app?,AppleSupport
2648,USER do you have any apps for epilepsy so I can detect my seizures thanks in advance,Tue Oct 31 22:37:41 +0000 2017,2647,"USER Hey, we can provide some guidance. Let's meet in DM and we'll go from there. URL",AppleSupport
2650,"USER really needs to fix this update. My phone has never been slower, for real.",Tue Oct 31 22:43:42 +0000 2017,2649,USER We're here to help with any issues you may having with performance. Let us know the exact iOS version to get started.,AppleSupport
2654,USER newest version of iOS and iPhone 7,Tue Oct 31 21:13:13 +0000 2017,2653,"USER Since we just released iOS 11.1 today, can you clarify which exact version you have installed?",AppleSupport
2656,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? USER,Tue Oct 31 20:02:52 +0000 2017,2655,"USER We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?",AppleSupport
2659,Is anyone else having problems with there iPhone 7 saying no service? USER USER,Tue Oct 31 22:41:06 +0000 2017,2658,USER We want to help with this. Let's start troubleshooting by trying the steps here: URL,AppleSupport
2662,So why is this happening I️ I️ I️ USER,Tue Oct 31 22:32:52 +0000 2017,2661,USER We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! URL,AppleSupport
2666,I keep getting this error message saying “the item can’t be played” and idk how to fix it... USER USER,Tue Oct 31 22:44:20 +0000 2017,2664,USER We'd like to look into this with you. Does the song appear to be greyed out?,AppleSupport
2671,USER USER ^^check this out,Tue Oct 31 22:41:59 +0000 2017,2669,USER Send us a DM please and we will go from there. URL,AppleSupport
2676,USER HELP ME. I have a problem with my iPhone 7😑,Tue Oct 31 22:04:56 +0000 2017,2675,USER We're happy to help. What seems to be the problem?,AppleSupport
2678,"USER Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. URL",Tue Oct 31 22:38:41 +0000 2017,2677,"USER We're here for you. DM us, and we'll look into this together. URL",AppleSupport
2680,USER It’s sorted. Thanks. iOS update needed a change and hard reboot,Tue Oct 31 22:39:41 +0000 2017,2679,USER We're glad to hear that's sorted out for you. Have a great day.,AppleSupport
2682,USER ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,Fri Oct 20 08:39:06 +0000 2017,2681,"USER We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?",AppleSupport
2684,USER live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.,Tue Oct 31 22:38:21 +0000 2017,2683,"USER Hey, we can work together to figure out a solution. Send us a DM and we'll continue from there. URL",AppleSupport
3761,Listen I’m having issues with my phone so like can you @ me so we can talk USER,Tue Oct 31 23:04:42 +0000 2017,3760,USER We're here to help. Send us a DM with the issue and we'll follow up from there. URL,AppleSupport
3763,"USER 11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol",Tue Oct 31 23:12:25 +0000 2017,3765,USER It was released earlier today. Let's use these steps to update iOS: URL,AppleSupport
3764,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus USER,Tue Oct 31 23:04:59 +0000 2017,3762,USER Let's look at this together. Are you updated to iOS 11.1?,AppleSupport
3767,USER I’m no expert in battery life but 40% doesn’t go to 7% in 5minutes,Tue Oct 31 22:59:14 +0000 2017,3766,"USER We understand your concerns, and want to help. Which device is this happening on?",AppleSupport
3769,USER That fixed it thanks,Tue Oct 31 23:42:29 +0000 2017,3771,USER That's great! Enjoy the rest of your day.,AppleSupport
3770,USER this is my top bar every time I open messages on my SE after updating to iOS 11.1 URL,Tue Oct 31 23:00:56 +0000 2017,3768,USER Thank you for reaching out to us. Have you tried to restart the device? Let us know to get started.,AppleSupport
3773,USER iOS 11.1 - keyboard lag. 🤨 URL,Tue Oct 31 23:00:36 +0000 2017,3772,USER We'd like to take a look into that with you. Would you please join us in DM to get started? URL,AppleSupport
3776,"USER still happening, including on iOS 11.2 beta now. any ideas?",Wed Nov 01 20:10:26 +0000 2017,3778,USER Thanks for the update. Go ahead and send us a DM and we'll take it from there. URL,AppleSupport
3777,"USER I've also forced the app to close from the background and reopened, no dice 🎲",Tue Oct 31 22:53:05 +0000 2017,3775,USER Let’s team up on this. How long has this been happening? What version number of iOS are you running? Which iPhone do you have?,AppleSupport
4870,USER iPhone 6 and yes it’s got the latest software update,Wed Nov 01 04:36:30 +0000 2017,4872,"USER Thanks for letting us know. We'd like to take a further look into this. Please send us a DM, and we'll continue there. URL",AppleSupport
4871,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 USER USER USER,Tue Oct 31 23:22:50 +0000 2017,4869,USER We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,AppleSupport
4875,Come on USER .1 Same bug as before. Numbers disappear when entering info. Video below. URL,Tue Oct 31 23:21:57 +0000 2017,4873,USER Let's investigate this together. Does this only occur when using specific apps or website?,AppleSupport
4877,USER Restarting does resolve the issue. Thanks.,Tue Oct 31 22:58:23 +0000 2017,4876,USER We're glad to hear that resolved the issue. Don't hesitate to reach out to us if you have any questions. Take care.,AppleSupport
4879,USER I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. URL,Tue Oct 31 21:36:19 +0000 2017,4878,USER We want to help. Does restarting help at all? DM us which iOS version you're on and we'll continue support there. URL,AppleSupport
4882,USER tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,Tue Oct 31 23:13:13 +0000 2017,4880,USER We're here for you. What is the exact version of the iOS you're running? Check by tapping Settings &gt; General &gt; About.,AppleSupport
4889,USER And the new ones tauntingly pretend they are saved- it’s just when I click on them or try to send them that the grey screen shows,Wed Nov 01 09:02:33 +0000 2017,4891,"USER We appreciate those details. For more help with Photos, please reach out to our Photos experts here: URL",AppleSupport
4890,"USER whenever I try to see the photos that I’ve just taken my shows me this. I’ve reset it, I’ve restored it... help? URL",Tue Oct 31 23:16:12 +0000 2017,4887,USER We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?,AppleSupport
4893,This “I️” shit annoying yo USER fix this shit,Tue Oct 31 23:07:35 +0000 2017,4892,USER We're here to help. Send us a DM with the iOS version number you're on. We'll follow up there. URL,AppleSupport
4897,USER AFTER I️ updated my phone.,Tue Oct 31 23:24:21 +0000 2017,4898,USER Does that continue after restarting your iPhone? Do you have any other iOS devices or a Mac computer? Let us know in DM. URL,AppleSupport
4896,USER please make this stop!!! URL,Tue Oct 31 23:08:51 +0000 2017,4894,"USER Let’s work together on this behavior. How long has this been happening? Also, which device are you using?",AppleSupport
4900,USER USER I have and my battery life has become even worse,Thu Nov 02 07:29:20 +0000 2017,4902,USER Let's look into this further in DM. URL,AppleSupport
4901,Please fix the battery issues in Ios 11! USER USER,Tue Oct 31 23:13:35 +0000 2017,4899,USER We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,AppleSupport
4905,USER I've updated to iOS 11.1 just now. I shall check out these WiFi hotspots tomorrow and later in the week.,Tue Oct 31 23:21:45 +0000 2017,4907,USER Sounds good. Let us know the results in DM and we'll continue working with you there. Thanks again. URL,AppleSupport
4906,USER The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown. URL,Tue Oct 31 23:06:38 +0000 2017,4904,USER We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps: URL,AppleSupport
4912,Series1 would consistently get 18 hrs + per charge prior to last update. Now 12-13 hrs max.Died @ gym 2nite. Wtf USER ?,Tue Oct 31 23:09:18 +0000 2017,4910,"USER We want your Apple Watch to keep up with you at the gym. To begin, which watchOS is installed?",AppleSupport
4915,Don’t complain a lot about USER but when battery iphone goes down 50% after using your phone for 30 minutes ..... Problems since update 11,Tue Oct 31 22:57:45 +0000 2017,4914,USER We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. URL,AppleSupport
4917,. USER why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,Tue Oct 31 23:03:40 +0000 2017,4916,USER We'd like to help. What iOS version are you on?,AppleSupport
5808,Y’all need to fix this now USER,Tue Oct 31 23:27:31 +0000 2017,5807,USER Thank you for reaching out. We've received your DM and will continue working with you there.,AppleSupport
5812,USER just updated my 7 plus to 11.1 but I can’t see the new emojis on my watch. Pls help.,Tue Oct 31 21:09:27 +0000 2017,5811,USER Got it. Have you updated your Apple Watch to 4.1 yet?,AppleSupport
5814,USER ok cool,Tue Oct 31 23:32:55 +0000 2017,5813,USER Does this issue happen with all applications or only some? Let us know in DM. URL,AppleSupport
5816,I️ &lt;— wtf is going on USER,Tue Oct 31 23:11:02 +0000 2017,5815,USER We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. URL,AppleSupport
5819,USER I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,Tue Oct 31 23:36:21 +0000 2017,5817,USER We'd be happy to help. Check out this link to for more information: URL,AppleSupport
5821,"Dear USER this new update sucks ,I have too many problems with my phone now ! Blurry screen , black screen , frozen phone !",Tue Oct 31 23:28:41 +0000 2017,5820,USER Getting the expected performance from your iPhone is very important to us. Let us know the exact iOS version to get started.,AppleSupport
5823,USER creates amazing technology..... but talk to text still messes up 90% of what I will it to type.....,Tue Oct 31 23:29:37 +0000 2017,5822,USER Let’s work together on this. How long has this been happening? Do you experience similar behavior with Siri?,AppleSupport
5825,"USER excuse me, can someone explain to me why when I type an “I️” alone I️ get an A and a question mark???????",Tue Oct 31 23:33:58 +0000 2017,5824,USER We'll be happy to take a look into it with you. Please send us a DM with what version of iOS you have. URL,AppleSupport
5829,Heyyy USER still waiting on a version of iOS 11 that isn’t complete shit — Everyone with any iPhone that isn’t the brand new one,Tue Oct 31 23:30:02 +0000 2017,5827,"USER Thanks for reaching out. If you're having issues, we'd like to assist. DM us and we'll continue there. URL",AppleSupport
5831,USER why does my iphone 6 is redémarrer alone !!!!!,Tue Oct 31 23:31:26 +0000 2017,5830,USER Thanks for getting back to us. We apologize but aren't understanding the issue at hand. Please DM us. URL,AppleSupport
5833,"sa fait 1h j’ai ios11.1 et mon tel redemarre seul, explication USER ?????",Tue Oct 31 23:24:02 +0000 2017,5832,USER We offer support via Twitter in English. Contact us for help in your preferred language here: URL,AppleSupport
5835,You dropped an update and I️ still see boxed question marks. Fix this shit USER USER .,Tue Oct 31 23:24:52 +0000 2017,5834,USER We're here to help. Which version of iOS is installed on your device? You'll see this in Settings &gt; General &gt; About.,AppleSupport
5837,USER Yes. Sorry. I️ just watched a video about 11.2 beta. 11.1 When I️ type the letter Eye I️ happens URL,Tue Oct 31 23:38:15 +0000 2017,5840,"USER Have you tried resetting the keyboard dictionary yet? If not, go to Settings &gt; General &gt; Reset &gt; Reset Keyboard Library",AppleSupport
5841,USER Tried I️t and I️t still doesn’t work,Mon Nov 06 02:13:07 +0000 2017,5842,USER Here’s what you can do to work around the issue until it’s fixed in a future software update: URL,AppleSupport
5839,Just updated to iOS 11.2 and my keyboard is completely screwed up and glitchy now 🤦‍♂️ USER USER,Tue Oct 31 23:32:30 +0000 2017,5836,USER We'd like to assist as best we can. Do you mean iOS 11.1 which was released today?,AppleSupport
5844,"USER No, virginmedia. Tried twice with completely new mail. One didn’t save, 2nd did though. Very odd.",Wed Nov 01 00:09:51 +0000 2017,5846,"USER Some accounts may create separate folders for your Drafts. If you're still having trouble, please DM us here: URL",AppleSupport
5845,USER Updated iPad Pro to 11.1. Worked on draft email. None of changes saved. Started new email. Saved but disappeared. Help please,Tue Oct 31 23:25:15 +0000 2017,5843,USER We'll help in any way we can. Was this on an URL email account?,AppleSupport
5849,I updated to iOS 11 and my iPhone 6 stopped connecting to wi-fi. Already restored the phone and the network connections USER,Tue Oct 31 23:18:58 +0000 2017,5847,"USER We are here to help. So we can best isolate the cause, could you verify your exact iOS version? URL",AppleSupport
5853,USER why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either... USER,Tue Oct 31 23:16:16 +0000 2017,5852,USER We'd love to help. Let's work together in DM. URL,AppleSupport
6483,Hello USER USER what’s happening to my screen URL,Mon Oct 09 00:07:26 +0000 2017,6482,USER We'd love to take a look into this concern. Is the screen stuck this way have you restarted it? Send us a DM. URL,AppleSupport
6554,USER how long does it take usually for account recovery to get back to you? It’s been about a week now.,Mon Oct 09 00:12:53 +0000 2017,6553,USER Having access to your Apple ID is important. Did you receive an email with a confirmation of your request? DM us here: URL,AppleSupport
6608,USER the fact that my laptop that I haven't even had for two years keeps shutting off without warning at 15% is kind of ridiculous.,Mon Oct 09 00:00:42 +0000 2017,6607,USER Let's see what we can find for you today. Let's meet up in DM to gather some specifics and we'll proceed from there. URL,AppleSupport
6657,USER My wife made the mistake of updating to 11. How can we revert back? Her password keeper app is now dead. She can't access her passwords.,Mon Oct 09 00:02:47 +0000 2017,6656,USER You won't be able to revert the system to pre-iOS 11 but we can look into the issues. DM us and we'll get started. URL,AppleSupport
6917,"USER Yes, sorry i mean iOS 11, when I texting my keyboard it’s very slow and my battery it consumes very fast.",Mon Oct 09 00:22:03 +0000 2017,6916,"USER Are you currently using Low Power Mode? If so, disable that from Settings &gt; Battery and restart. Let us know in DM if it helps. URL",AppleSupport
6919,"USER I installed the iOS 10.0 , 10.0.1 and 10.0.2 and makes my iPhone 6 very slow and doesn’t work properly can you help me?",Sun Oct 08 23:28:14 +0000 2017,6918,"USER We can help! We assume you mean iOS 11, right? Can you tell us what types of performance issues you're experiencing?",AppleSupport
6928,USER my iPhone is a fully up to date so why does my phone keep freezing 🙃???,Mon Oct 09 00:16:29 +0000 2017,6927,"USER We want to help in any way we can. Which iPhone are you using? Let us know in DM, and we’ll work with you there. URL",AppleSupport
6934,USER after the new apple updates: the battery life is really go fast and the WiFi is always on! USER,Mon Oct 09 00:11:15 +0000 2017,6933,USER We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using. URL,AppleSupport
8297,USER Hello there i need help with the use of an administartors name and password on my imac,Sun Nov 05 20:19:05 +0000 2017,8296,USER Hi! We're happy to help. Join us in DM with the macOS version installed on your iMac and more details about what's going on. URL,AppleSupport
8299,USER DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,Sun Nov 05 20:14:34 +0000 2017,8298,USER Are you seeing issues across all apps or are you noticing lag when performing specific tasks? Let us know in DM. URL,AppleSupport
8302,Every time I watch a live broadcast or video it skips or repeats a few seconds since updating USER URL,Sun Nov 05 20:24:22 +0000 2017,8300,"USER We'd like to learn more about what's happening. What model &amp; iOS version are you working with? Tell us in DM, please. URL",AppleSupport
8304,USER USER can your team let me know why my new iPhone 6 always has hanging problem I do not know what the problem is by I know I feel I am cheated by apple for phone 📱 do I ?,Sun Nov 05 21:52:45 +0000 2017,8303,USER We'd be concerned with an unresponsive device too. Let us know your iOS version in DM and we'll help: URL,AppleSupport
8308,USER I don’t know. I need the space though. How do I get rid of some snapshots,Sun Nov 05 19:55:56 +0000 2017,8307,USER Finder and Get Info windows don't include snapshots in their calculations so that's not the root cause. Let's meet within DM: URL,AppleSupport
8310,USER Its slowing down my mac a lot,Sun Nov 05 15:46:04 +0000 2017,8309,"USER Is 25 GBs what you have left after the snapshots were created on the drive though? Or, were you low on space prior to snapshots?",AppleSupport
8313,USER i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,Sat Nov 04 17:42:01 +0000 2017,8311,USER Thanks for reaching out to us. We're happy to help out. We recommend checking out this link: URL,AppleSupport
8315,USER Thank you,Sun Nov 05 23:11:44 +0000 2017,8317,USER You're very welcome! Please feel free to reach out to us again if you need any more help. Have a great day!,AppleSupport
8320,USER USER iOS 11.1 should never been released. So many bugs. The statusbar randomly disappears in Facebook app,Sun Nov 05 15:11:28 +0000 2017,8319,USER We'd like to look into the trouble you're having. Does this only occur in the Facebook app?,AppleSupport
8331,Oh my god i’m so embarrassing USER why do I always send voice recordings in iMessage by accident do you know how embarrassing that is?!,Sun Nov 05 19:59:18 +0000 2017,8330,"USER Are you accidentally recording audio message or is this happening on its own? Let us know in a DM, we’ll communicate there: URL",AppleSupport
