customer_tweet_id,customer_text,brand_response,intent,expected_action,review_status,review_notes
312845,Ios 11 on my iphone 6 plus is basically a blackberry in slow motion! Thank you USER USER,USER We'd like to help. Please DM us details of the issue you're experiencing and we'll get started. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
452614,Hate this new USER update cant work anything,USER We'd be happy to see if we can help. What are you having trouble using?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
43346,"USER No, it does not.",USER Are all your apps updated from the App Store?,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
123070,USER I am so tired of this update Siri sounds deaf and doesn’t even work my keyboard is broken apps keep cashing my texts come later than should the phone won’t connect to WiFi when everyone else can my camera is slow to load I get notifications for things that don’t exist HELP,"USER You've come to the right place, we want to help with this. What device are you currently using, and which version of iOS?",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
151449,USER now its better..time lags aftr app is clicked or button click inside any app is reduced..still USER release a small phone like 5s and SE,"USER We're glad to hear that you've noticed an improvement. If you need any additional assistance, please feel free to reach back out.",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
344391,USER Is there a way to download all my photos and videos from iCloud directly to my iPhone???,USER We can help. Which iOS version are you running?,icloud,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
397455,Gostaria de agradecer a USER que conseguiu apagar TODAS AS MINHAS NOTAS nesta nova atualização. Tinha nota importante viu? USER,"USER Since our Twitter support is available in English, get help at URL or join URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
340930,USER Clicking Learn More just takes me to settings and shows the list of apps for which there are no updates :(,USER Thanks for that info. Meet up with us in DM and we'll continue from there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
36614,USER Ok sweet. And it isn’t going to mess it up that he’s going from mountain lion to Sierra?,"USER That is correct, it should not have any trouble.",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
63163,USER can you tell me why my i’s are coming up like this I️ ???? WTF IS GOING ON HERE APPLE?????,USER We're happy to help. Let's take a look at this further for you. Reach out to us in DM. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
548180,Hey USER I’ve been trying to download a song and it keeps saying song will show up in my library. That was 24 hours ago and it’s still not there.,USER We've received your DM. We'll work with you there.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
247112,USER It stays for about 6-7 hrs... but I read in a blog about disabling assistive touch and the battery life is much better,USER We're glad to hear that battery life is better for you now. Let us know if we can be of any help in the future.,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
387235,"I paid 800$ for this 7 and here it is , colour fading USER USER USER URL",USER We want to help. Reach out to us in DM and we will work together to get this resolved. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
229171,USER why .m4r format not working in itunes?,USER Can you provide us which operating system and version of iTunes you're using?,app_store,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
416155,Why can’t I rate the updated Podcasts app? Because USER made it so God awful now? URL,USER Great question! We'd like to address this is DM. Use this link to get started: URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
184419,"USER , I’m sick of not being able to type the word “I”",USER We'd like to help out. Does this happen when you enter text or when viewing text from another iOS device? Which iOS version is installed? Tell us more in a DM. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
503620,USER Iphone 7 plus and ios 11.1.2,USER Thanks for the info. Send us a DM and we'll work with you from there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
552217,"USER Hi USER I’m running a 6 on iOS 11.1.2. It’s been the best phone I’ve ever owned, but since the upgrade to iOS 11 it will randomly drop Bluetooth connections and then immediately reconnect. Never used to do it before - it was rock steady.","USER Thanks for reaching out, we'll do our best to get your Bluetooth working properly once again. We recently released iOS 11.2, let's start by creating a backup, and updating as explained here: URL DM us if the issue continues. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
8557,"USER is that safe if we disable passcode for unlock iphone? i mean,is the fingerprint still worked out? i think dat would be enough",USER We want to make sure we understand the issue. Are you wanting to disable the passcode and still use Touch ID?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
450376,USER sooooooo I got a Belkin glass screen protector put on my iPhone X this last Sunday and it already has a mystery crack the whole length of the phone. Do they have a warranty of some kind?,"USER We'd love to help. To gather more information regarding the Belkin warranty, we recommend reaching out to them directly. If you purchased the case from Apple directly, we can definitely look into return options for you. DM us below. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
23111,USER 11.1.2 and the bug with the sound when you record screen on website or try to edit in iMovie still there!,USER We're happy to help out. Can you tell us more about these issues? Thanks!,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
174930,"USER blacked out when I wasnt using it, notif. went off &amp; it wouldn’t turn on again &amp; freezing happens more recently abt 5 times on diff. apps",USER Can you confirm what version of iOS you are running on the phone?,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
518325,"USER USER Since the security update things have gone wrong. Safari crashes constantly, spotlight crashes and re-starts on the task bar constantly. God knows what else is now not happy. This is driving me to distraction. URL Please fix ASAP😡😡",USER We’ve got your back. Let’s gather more details to see what’s going on. Does Safari unexpectedly close when you are trying to open it or while you are using it?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
55935,Hey USER any update on fixing this I️ bug ? We out here looking crazy .,USER We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
123723,USER hey! how can I update my iphone using cellular data?,USER That's a great question! You can only update your iPhone using Wi-Fi or by using iTunes on a computer. This article explains more: URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
545192,Apple you’ve destroyed the iPhone with the release of it’s not stable and reboots every few minutes… USER USER,"USER We're happy to help. An update has been released that addresses this issue. If you haven't already, back up your iPhone and follow the steps here: URL DM us if you have questions. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
435781,"USER my phone keeps freezing every 2 minutes, if I buy an iPhone 8 will that solve the issue",USER We'd like to help. DM us which iPhone and iOS version you're using and we'll go from there. URL,purchase_order,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
129641,USER a sim error show in my iphone 7 plus thats sim not support plz solve my problem immediately URL,"USER We'd love to help you get pointed in the right direction for help with your SIM card. If you're trying to use a SIM from another carrier, you'll need to contact your original carrier to unlock the iPhone. This link has more info: URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
447314,USER Yes it did work! Thanks :),USER You're welcome. Feel free to reach out to us if you have any further questions. Have a wonderful day!,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
404131,USER So updated and still same issue on iPad iPhone this is not good,"USER Does this persist on other Wi-Fi networks? Were you able to try updating using iTunes? If so, what was the error you received?",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
557833,USER Send a DM. Not had a response.,USER We didn't receive a Direct Message from you. Please use the link below to connect with us there: URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
552082,USER since this new update my phone is shutting on and off automatically.....help,USER We'll want to help you with your device. What iOS are you running on your device?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
145155,"USER Resolved it, team. My WiFi settings got messed up somehow (which is a mystery) and I had to change them to a WPA2. Everything works smooth now. Thanks a lot!",USER Excellent! You're most welcome. Nice work. We're glad you're able to connect now. Feel free to reach out to us any time. We're here for you. Enjoy your day!,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
12023,USER why does my uppercase letter “I️” look so weird. Fix it please,"USER We can help! What keyboards do you have added? Is this issue only occurring in messages, or in other applications as well?",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
464731,USER I do but it hasn’t made an impact and it doesn’t reset every time. Most notably after an overnight charge but not consistently,USER Got it. Does restarting the device seem to show the settings as being saved when you noticed the issue occurring? DM the answer below. URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
437393,Why can’t I control my music from the lock screen USER USER USER URL,USER Let's get this figured out. Are you playing music through Apple Music or another application? Which iOS version is installed?,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
290190,USER iPhone 8 plus. 11.0.3- battery seems a little worse. It was fixed on 11.0.2 but this one seems to be takin more out of it,"USER Thanks for letting us know, we know how important having an all day battery life is. Let us know the changes you've seen via DM. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
41558,USER Can you pair 2 AirPods to one iCloud account?,"USER Thanks for reaching out. We'd be happy to look into this with you. Send us a DM, and we can go from there. URL",apple_id_account,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
294922,USER this new update is destroying my Apple juice. I’ve had it on low battery setting all day and hardly any left with little use 😩,USER We would like to look into this with you. Please send us a DM and we will go from there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
161303,USER Never sign out of my Apple ID. Using the latest version. I say continously it's at least twice a week. It's more annoying than anything as I have to download everything again!,USER Thanks for the info. We can definitely understand how that would get annoying. Have you had a chance to restart your iPhone since this began? Let us know in DM and we'll continue troubleshooting with you there to help resolve this. URL,apple_id_account,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
332054,"USER how do I fix this, please? URL",USER We'd like to look into this with you further. DM us your country or region to get started. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
367965,"USER I can’t sync my NIKE+ record from my iPod nano (7g) to iTunes, I can’t find the option.",USER We'd like to look into this with you further. Please reach out to us here for assistance: URL,icloud,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
450344,USER Same! No warning my screen just switches off then I’ll plug it in for charge and it’s already on :@@@@ USER ur shit,USER Let's look in to this together. DM us about the issue you're experiencing and we'll continue there. URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
301100,USER restorin phn &amp; setting up it as new iphn doesnt hlp at all. Drains battry &amp; keeps freezin on each app Stop with faulty updates,USER Thanks for reaching back out. We’d be happy to keep working together on this situation via a DM. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
402263,USER I sent a DM.,USER Thank you for reaching out. We've received your DM and will continue working with you there.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
402643,USER My iPad have Siri but not this phone,USER We have some steps we'd like to try. Here's a link to DM us. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
520291,USER Phone is running slightly warm too (40 Celsius),"USER We know that it's important that you're able to rely on your iPhone. We do want you to meet us in DM because we may need to gather some specific information about you and your device, and your privacy is one of our biggest priorities. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
292912,"USER I have an iPhone 7 Plus, updated to iOS 11.0.1 &amp; have problems with the volume. Rings loudly even on low volume setting. Help!",USER Let's get this figured out. Does this happen with any ringtone you have selected? Try restarting: URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
150003,"Dear USER , why can I download countless apps and take all the photos in the world but there's never room on my phone for a single song on USER , even when I delete almost everything. Are you being a sneaky prawn?🍤","USER We can certainly take a look at the iPhone's storage and check out what we see there. Which iOS version is installed? You'll find that in Settings &gt; General &gt; About. Additionally, are there any updates to the Spotify app in the App Store? Please join us in DM. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
222974,USER just updated to latest update now I can’t access I tunes or download podcast please help,USER We're ready to help out. Send us a DM and we'll go from there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
97003,USER But nothing work.,"USER We're happy to help with your Wi-Fi. Meet us in DM with some details. Tell us the exact version of iOS 11 you're using, and which country you're in, and we'll take it from there. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
97010,USER Im using 11.1.2 software my iphone states that is the latest update,"USER Okay, DM us which country you are located in and we'll look into all options.",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
556248,Hey USER Any chance we can turn on Apple Pay Cash after I spent an hour of my weekend updating after being told in the notes Apple Pay Cash was here?,"USER If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
123097,USER Same Apple ID,"USER Are both the iPad and iMac running the most current updates? For the iPad, we've released iOS 11.1.2 and the iMac should be running 10.13.1 to be up-to-date. Do you also have the same iCloud accounts on these devices?",apple_id_account,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
177830,USER The SIM card was brand new given to us when we got the device.,"USER Was the iPhone ordered online, or purchased in store? If ordered online, let us know whether it was purchased from Apple, or your wireless carrier. If purchased from your wireless carrier, check the box it shipped in for any specific activation instructions.",billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
119544,USER USER USER Mine too! I wonder what we can do about it? My phone is 6s but I have to charge it twice a day 😭,USER Issues with your iPhone battery? We can help. DM us with more details to get started. URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
148284,USER hi do you do additional memory for Ipad3? Thanks,"USER Hi there. Though physical memory cannot be added, you can purchase additional iCloud storage. Check out this article to see how: URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
389388,"USER I noticed it today itself. Not sure though, if it’s pre-existing. Restart doesn’t fix it either",USER OK. We'd like to dig into this a bit deeper. DM us and we'll continue with you there. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
114502,USER Almost the entire time. Obviously not when I'm out from the house. I have fast internet (100mbs). Has been restoring for more than 2 weeks. I think I had used 150gb on the phone.,USER We want your device to work for you and we'll be happy to help out. Let's start by reviewing this great article: URL Let us know if that helps.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
204126,USER USER I updated to 11.0.2 and my phone is still getting frozen. What are you guys doing over there??,USER Hello. We're happy to help with this. DM us and we'll take a closer look. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
514779,USER my sim card keeps being “invalid” but it works for about 5 minutes each time i remove the tray so im sure its a software issue?? What should i do! When support tried to call me my sim card got invalid and it ended the call! HELP! THIS IS ANNOYING!!!!,"USER We know how important it is for your sim card to work, and want to help in any way we can. Check out the steps here and let us know if they help: URL",billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
486239,This iOS 11.1.2 is eating too much of battery USER do you expect us to carry a charger all the time.,USER We can get to the bottom of this together. DM us and we'll get started there. URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
450382,Hey USER - why doesn’t my phone know that I viewed and read a text message on my watch? Clearing multiple notifications is such a pain. Am I missing a god-send of a setting that fixes this for me?,USER Let's see what's going on. Which software versions are you using on your Watch and iPhone? Reply in DM to get started. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
272483,USER It also takes forever to charge now.,USER Let's pair up and work as a team. Please DM us and we'll get started. URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
542509,USER updated my iPhone 7 to 11.1.2 and now have black screen spinning wheel every minute and it’s getting red hot,USER We’re glad you reached out to us today. DM us so we can look into this together. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
300090,USER my problem is that i dont receive any calls or texts with codes when im trying to authenticate the id,USER We know how important the Apple ID is to using our services. See: URL Let's dig into this deeper over DM: URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
148098,USER Whilst I appreciate these hints happen this is the third laptop to break on my in 3 years!!! The previous 22 years never an issue!! Now I can’t even get an appointment to get fixed! What do I do for the next week until there is an appointment?,USER We want your Mac working for and would be happy to look into other possible options for you. DM us so we can gather some details from you and we'll work with you there. URL,repair_service,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
451345,Is this a scam? USER URL,"USER Thanks for contacting us. That e-mail is not from Apple. It appears to be a phishing attempt. To learn more about that and to find information on reporting that message, check out this link: URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
6663,USER how can I customise it to remove the Screen Mirroring item? I have no Apple TV so I don't need it,"USER We'd love to help. You can customize Control Center, but it won't remove screen mirroring. More info: URL",subscription,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
554788,"USER we have an iPhone 6s and iPhone 7 that are turning off as though no battery then turning back on after a few minutes, help?","USER Thanks for reaching out, we'd like to help. Is this issue occurring on iOS 11.1.2? If so, we recommend the steps for updating here: URL DM us if you have any questions and keep us posted on the results. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
118031,USER That fixed it. Thanks.,USER We are happy to hear it's fixed. We hope you have a good day today.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
162795,USER I’ve been trying to update a brand new iPad purchased last night to iOS 11 for 6 hours with no luck! Any suggestions?,USER congratulations on that brand-new iPad! Let's help you enjoy it even more with iOS 11. What happens when you try to update? Any type of message or error? That'll help us troubleshoot.,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
388540,USER Is it a software issue?,USER We'd definitely like to take a closer look in DM. What macOS is your computer currently running? URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
121549,USER 30 minutos y no abre la pagina!,USER We offer support via Twitter in English. Get help in Spanish here: URL or join URL URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
58793,USER ^^^^^ My point exactly,"USER Let's look into this together. DM us the device you're experiencing this on, and we'll get started. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
552076,USER .been on a call with your USER for 120 mins and still the issue is not resolved. Call auto disconnected. Thanks for the help,USER We want to help. Send us a DM and we'll go from there. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
388878,USER Why have a large number of my contact pictures vanished on iPhone? I noticed on the message app and checked contacts as well!,USER We want to help. Which iOS version is your phone currently running?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
101285,Anybody else getting really annoyed with trying to type “it” and constantly having it autocorrect to I.T ???? What’s good with that USER ???,"USER We'd like to help. Please let us know in DM the device you are using, along with the software version it is running to start: URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
542378,USER help iPhone restarting every minute - lots of people reporting same thing -HELP,USER We're glad you reached out. Follow these steps: URL Let us know if that resolves the issue.,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
489590,"USER ITunes and podcasts will still play when they are in the background. Youtube will not (not sure if it did before, I would have to test on an older IOS) and Pandora will not. I'll see if I can test more.","USER Got it. Videos may pause or not play when the device is locked or the app is closed, so YouTube may pause when in the background. If Pandora is the only music application that is pausing, we may need to focus on it specifically. Send us a DM. URL",app_store,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
299673,USER I just did. But it says to open itunes to download songs. But when I open itunes it says try iTunes U but there’s no app in sight,USER Go ahead and send us a DM and we'll continue from there: URL,app_store,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
161227,USER every time you bring out an update something goes wrong with my phone. It doesn’t ring when I get a call or text! Help? :),USER That's not what we like to hear. Let's work on this together. Do you have sound when listening to music or watching videos? What about notifications other than call or text?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
98883,Unplug my iphone at 7 AM and it’s at 39% at 8:23 AM hahahahahah i cant take this USER that’s disgusting. I should be able to get a phone because this one is broken. Makes me sick,USER We certainly understand that battery life is important and we'd like to look in to this with you. Please DM us about this and we'll continue from there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
159562,USER USER USER Again not working URL,USER Thank you for reaching out to us today. We want to help you with your new iPhone. Please send us a DM. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
523855,"USER said i’d get an email about my issue within 48 hours, 3 days ago 😭",USER That's not what we like to hear. Let's discuss this further in DM. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
215324,USER Let me know time and place. I will be there.,"USER We have released an updated version of iOS 11 (11.0.2) If you are all backed up, we suggest trying the update as a solution.",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
82042,"USER Hi! When someone calls, the volume of the tone of my iPhone X goes down suddenly. Why? 🤔 I’ve tried to restart, to change the tone... And nothing works. Thanks for your help","USER We appreciate you reaching out. Can you send us a DM and explain a little more in detail? When you say the volume of the tone, do you mean the ringtone? URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
